"Symbol","Name","EntrezGene.ID","Ensembl.Gene.ID","MGI.ID","Gene.group.name"
"ACSM2A","acyl-CoA synthetase medium chain family member 2A",123876,"ENSG00000183747","MGI:2385289","Acyl-CoA synthetase family"
"ACSM2B","acyl-CoA synthetase medium chain family member 2B",348158,"ENSG00000066813","MGI:2385289","Acyl-CoA synthetase family"
"ACSM3","acyl-CoA synthetase medium chain family member 3",6296,"ENSG00000005187","MGI:99538","Acyl-CoA synthetase family"
"ACSM4","acyl-CoA synthetase medium chain family member 4",341392,"ENSG00000215009","MGI:2681844","Acyl-CoA synthetase family"
"ACSM5","acyl-CoA synthetase medium chain family member 5",54988,"ENSG00000183549","MGI:2444086","Acyl-CoA synthetase family"
"ACSM5P1","acyl-CoA synthetase medium chain family member 5 pseudogene 1",100421779,"ENSG00000260762","",""
"ACSM6","acyl-CoA synthetase medium chain family member 6",142827,"ENSG00000173124","","Acyl-CoA synthetase family"
"ACSS1","acyl-CoA synthetase short chain family member 1",84532,"ENSG00000154930","MGI:1915988","Acyl-CoA synthetase family"
"ACSS2","acyl-CoA synthetase short chain family member 2",55902,"ENSG00000131069","MGI:1890410","Acyl-CoA synthetase family"
"ACSS3","acyl-CoA synthetase short chain family member 3",79611,"ENSG00000111058","MGI:2685720","MicroRNA protein coding host genes|Acyl-CoA synthetase family"
"ACTA1","actin alpha 1, skeletal muscle",58,"ENSG00000143632","MGI:87902","Actins"
"ACTA2","actin alpha 2, smooth muscle",59,"ENSG00000107796","MGI:87909","Actins"
"ACTA2-AS1","ACTA2 antisense RNA 1",100132116,"ENSG00000180139","","Antisense RNAs"
"ACTB","actin beta",60,"ENSG00000075624","MGI:87904","Actins|GBAF complex|PBAF complex|BAF complex"
"ACTBL2","actin beta like 2",345651,"ENSG00000169067","MGI:2444552","Actins"
"ACTBP1","ACTB pseudogene 1",643309,"ENSG00000229145","",""
"ACTBP2","ACTB pseudogene 2",62,"ENSG00000213763","",""
"ACTBP3","ACTB pseudogene 3",63,"","",""
"ACTBP4","ACTB pseudogene 4",64,"","",""
"ACTBP6","ACTB pseudogene 6",66,"ENSG00000203413","",""
"ACTBP7","ACTB pseudogene 7",67,"ENSG00000185607","",""
"ACTBP8","ACTB pseudogene 8",68,"ENSG00000220267","",""
"ACTBP9","ACTB pseudogene 9",69,"ENSG00000266920","",""
"ACTBP10","ACTB pseudogene 10",446207,"","",""
"ACTBP11","ACTB pseudogene 11",644220,"ENSG00000188460","",""
"ACTBP12","ACTB pseudogene 12",100462767,"ENSG00000233125","",""
"ACTBP13","ACTB pseudogene 13",389120,"ENSG00000234667","",""
"ACTBP14","ACTB pseudogene 14",389976,"ENSG00000229001","",""
"ACTC1","actin alpha cardiac muscle 1",70,"ENSG00000159251","MGI:87905","Actins"
"ACTE1P","actin epsilon 1, pseudogene~Name Same As:- HGNC:54778",399923,"ENSG00000172900","MGI:2685344",""
"ACTG1","actin gamma 1",71,"ENSG00000184009","MGI:87906","Actins"
"ACTG1P1","actin gamma 1 pseudogene 1",73,"ENSG00000178631","",""
"ACTG1P2","actin gamma 1 pseudogene 2",74,"ENSG00000229129","",""
"ACTG1P3","actin gamma 1 pseudogene 3",75,"ENSG00000215388","",""
"ACTG1P4","actin gamma 1 pseudogene 4",648740,"ENSG00000236085","",""
"ACTG1P6","actin gamma 1 pseudogene 6",78,"","",""
"ACTG1P7","actin gamma 1 pseudogene 7",79,"","",""
"ACTG1P8","actin gamma 1 pseudogene 8",80,"","",""
"ACTG1P9","actin gamma 1 pseudogene 9",82,"ENSG00000229349","",""
"ACTG1P10","actin gamma 1 pseudogene 10",83,"ENSG00000231340","",""
"ACTG1P11","actin gamma 1 pseudogene 11",414754,"ENSG00000229465","",""
"ACTG1P12","actin gamma 1 pseudogene 12",100418921,"ENSG00000226642","",""
"ACTG1P13","actin gamma 1 pseudogene 13",100418920,"ENSG00000241305","",""
"ACTG1P14","actin gamma 1 pseudogene 14",100418910,"ENSG00000230581","",""
"ACTG1P15","actin gamma 1 pseudogene 15",100418951,"ENSG00000259904","",""
"ACTG1P16","actin gamma 1 pseudogene 16",100418960,"ENSG00000260298","",""
"ACTG1P17","actin gamma 1 pseudogene 17",283693,"ENSG00000259315","",""
"ACTG1P18","actin gamma 1 pseudogene 18",100418924,"ENSG00000218475","",""
"ACTG1P19","actin gamma 1 pseudogene 19",644160,"ENSG00000237999","",""
"ACTG1P20","actin gamma 1 pseudogene 20",644961,"ENSG00000241547","",""
"ACTG1P21","actin gamma 1 pseudogene 21",100131291,"ENSG00000232672","",""
"ACTG1P22","actin gamma 1 pseudogene 22",100131953,"ENSG00000271615","",""
"ACTG1P23","actin gamma 1 pseudogene 23",442097,"ENSG00000230362","",""
"ACTG1P24","actin gamma 1 pseudogene 24",441783,"ENSG00000226359","",""
"ACTG2","actin gamma 2, smooth muscle",72,"ENSG00000163017","MGI:104589","Actins"
"ACTL6A","actin like 6A",86,"ENSG00000136518","MGI:1861453","INO80 complex |Actin related proteins|PBAF complex|BAF complex|SRCAP complex|GBAF complex"
"ACTL6B","actin like 6B",51412,"ENSG00000077080","MGI:1933548","GBAF complex|Actin related proteins|PBAF complex|BAF complex"
"ACTL7A","actin like 7A",10881,"ENSG00000187003","MGI:1343051","Actin related proteins"
"ACTL7B","actin like 7B",10880,"ENSG00000148156","MGI:1343053","Actin related proteins"
"ACTL8","actin like 8",81569,"ENSG00000117148","","Actin related proteins"
"ACTL9","actin like 9",284382,"ENSG00000181786","MGI:1916731","Actin related proteins"
"ACTL10","actin like 10",170487,"ENSG00000182584","MGI:1917612","Actin related proteins"
"ACTN1","actinin alpha 1",87,"ENSG00000072110","MGI:2137706","Actinins"
"ACTN1-AS1","ACTN1 antisense RNA 1",161159,"ENSG00000259062","","Antisense RNAs"
"ACTN2","actinin alpha 2",88,"ENSG00000077522","MGI:109192","Actinins"
"ACTN3","actinin alpha 3 (gene/pseudogene)",89,"ENSG00000248746","MGI:99678","Actinins"
"ACTN4","actinin alpha 4",81,"ENSG00000130402","MGI:1890773","Actinins"
"ACTN4P1","actinin alpha 4 pseudogene 1",344978,"ENSG00000213493","",""
"ACTN4P2","actinin alpha 4 pseudogene 2",391026,"ENSG00000214141","",""
"ACTP1","actin family pseudogene 1",106480335,"ENSG00000229890","",""
"ACTR1A","actin related protein 1A",10121,"ENSG00000138107","MGI:1858964","Actin related proteins"
"ACTR1AP1","ACTR1A pseudogene 1",100287074,"ENSG00000233370","",""
"ACTR1B","actin related protein 1B",10120,"ENSG00000115073","MGI:1917446","Actin related proteins"
"ACTR2","actin related protein 2",10097,"ENSG00000138071","MGI:1913963","Actin related proteins|Actin related protein 2/3 complex subunits"
"ACTR3","actin related protein 3",10096,"ENSG00000115091","MGI:1921367","Actin related protein 2/3 complex subunits|Actin related proteins"
"ACTR3-AS1","ACTR3 antisense RNA 1",101060091,"","","Antisense RNAs"
"ACTR3B","actin related protein 3B",57180,"ENSG00000133627","MGI:2661120","Actin related proteins"
"ACTR3BP1","ACTR3B pseudogene 1",643050,"ENSG00000270242","",""
"ACTR3BP2","ACTR3B pseudogene 2",440888,"ENSG00000226481","",""
"ACTR3BP3","ACTR3B pseudogene 3",647156,"ENSG00000260327","",""
"ACTR3BP4","ACTR3B pseudogene 4",777774,"ENSG00000249283","",""
"ACTR3BP5","ACTR3B pseudogene 5",399746,"ENSG00000227264","",""
"ACTR3BP6","ACTR3B pseudogene 6",644773,"ENSG00000226444","",""
"ACTR3C","actin related protein 3C",653857,"ENSG00000106526","","Actin related proteins"
"ACTR3P1","ACTR3 pseudogene 1",100288580,"","",""
"ACTR3P2","ACTR3 pseudogene 2",100129013,"ENSG00000232267","",""
"ACTR3P3","ACTR3 pseudogene 3",100128020,"ENSG00000242573","",""
"ACTR5","actin related protein 5",79913,"ENSG00000101442","MGI:1924748","INO80 complex |Actin related proteins"
"ACTR6","actin related protein 6",64431,"ENSG00000075089","MGI:1914269","Actin related proteins|SRCAP complex"
"ACTR6P1","ACTR6 pseudogene 1",100421495,"ENSG00000248915","",""
"ACTR8","actin related protein 8",93973,"ENSG00000113812","MGI:1860775","Actin related proteins|INO80 complex "
"ACTR10","actin related protein 10",55860,"ENSG00000131966","MGI:1891654","Actin related proteins"
"ACTRT1","actin related protein T1",139741,"ENSG00000123165","MGI:1920610","Actin related proteins"
"ACTRT2","actin related protein T2",140625,"ENSG00000169717","MGI:1920603","Actin related proteins"
"ACTRT3","actin related protein T3",84517,"ENSG00000184378","MGI:1923902","Actin related proteins"
"ACVR1","activin A receptor type 1",90,"ENSG00000115170","MGI:87911","Type 1 receptor serine/threonine kinases"
"ACVR1B","activin A receptor type 1B",91,"ENSG00000135503","MGI:1338944","Type 1 receptor serine/threonine kinases"
"ACVR1C","activin A receptor type 1C",130399,"ENSG00000123612","MGI:2661081","Type 1 receptor serine/threonine kinases"
"ACVR2A","activin A receptor type 2A",92,"ENSG00000121989","MGI:102806","Type 2 receptor serine/threonine kinases"
"ACVR2B","activin A receptor type 2B",93,"ENSG00000114739","MGI:87912","Type 2 receptor serine/threonine kinases"
"ACVR2B-AS1","ACVR2B antisense RNA 1",100128640,"ENSG00000229589","","Antisense RNAs"
"ACVRL1","activin A receptor like type 1",94,"ENSG00000139567","MGI:1338946","Type 1 receptor serine/threonine kinases"
"ACY1","aminoacylase 1",95,"ENSG00000243989","MGI:87913",""
"ACY3","aminoacylase 3",91703,"ENSG00000132744","MGI:1918920",""
"ACYP1","acylphosphatase 1",97,"ENSG00000119640","MGI:1913454",""
"ACYP2","acylphosphatase 2",98,"ENSG00000170634","MGI:1922822",""
"ADA","adenosine deaminase",100,"ENSG00000196839","MGI:87916","Adenosine deaminase family"
"ADA2","adenosine deaminase 2",51816,"ENSG00000093072","","Adenosine deaminase family"
"ADAD1","adenosine deaminase domain containing 1",132612,"ENSG00000164113","MGI:103258","Adenosine deaminases acting on RNA"
"ADAD1P1","adenosine deaminase domain containing 1 pseudogene 1",100422386,"","",""
"ADAD1P2","adenosine deaminase domain containing 1 pseudogene 2",100422407,"ENSG00000267511","",""
"ADAD2","adenosine deaminase domain containing 2",161931,"ENSG00000140955","MGI:1923023","Adenosine deaminases acting on RNA"
"ADAL","adenosine deaminase like",161823,"ENSG00000168803","MGI:1923144","Adenosine deaminase family"
"ADAM1A","ADAM metallopeptidase domain 1A (pseudogene)",8759,"ENSG00000229186","MGI:2429504","ADAM metallopeptidase domain containing"
"ADAM1B","ADAM metallopeptidase domain 1B (pseudogene)",100420505,"ENSG00000226469","MGI:2429506","ADAM metallopeptidase domain containing"
"ADAM2","ADAM metallopeptidase domain 2",2515,"ENSG00000104755","MGI:1340894","ADAM metallopeptidase domain containing"
"ADAM3A","ADAM metallopeptidase domain 3A (pseudogene)",1587,"ENSG00000197475","MGI:102518","ADAM metallopeptidase domain containing"
"ADAM3B","ADAM metallopeptidase domain 3B (pseudogene)",1596,"ENSG00000260089","","ADAM metallopeptidase domain containing"
"ADAM5","ADAM metallopeptidase domain 5 (pseudogene)",255926,"ENSG00000196115","MGI:104730","ADAM metallopeptidase domain containing"
"ADAM6","ADAM metallopeptidase domain 6 (pseudogene)",8755,"ENSG00000271968","MGI:2676316","ADAM metallopeptidase domain containing"
"ADAM7","ADAM metallopeptidase domain 7",8756,"ENSG00000069206","MGI:107247","ADAM metallopeptidase domain containing"
"ADAM8","ADAM metallopeptidase domain 8",101,"ENSG00000151651","MGI:107825","ADAM metallopeptidase domain containing|CD molecules"
"ADAM9","ADAM metallopeptidase domain 9",8754,"ENSG00000168615","MGI:105376","ADAM metallopeptidase domain containing"
"ADAM10","ADAM metallopeptidase domain 10",102,"ENSG00000137845","MGI:109548","ADAM metallopeptidase domain containing|CD molecules"
"ADAM11","ADAM metallopeptidase domain 11",4185,"ENSG00000073670","MGI:1098667","ADAM metallopeptidase domain containing"
"ADAM12","ADAM metallopeptidase domain 12",8038,"ENSG00000148848","MGI:105378","ADAM metallopeptidase domain containing"
"ADAM15","ADAM metallopeptidase domain 15",8751,"ENSG00000143537","MGI:1333882","ADAM metallopeptidase domain containing"
"ADAM17","ADAM metallopeptidase domain 17",6868,"ENSG00000151694","MGI:1096335","ADAM metallopeptidase domain containing|CD molecules"
"ADAM18","ADAM metallopeptidase domain 18",8749,"ENSG00000168619","MGI:105986","ADAM metallopeptidase domain containing"
"ADAM19","ADAM metallopeptidase domain 19",8728,"ENSG00000135074","MGI:105377","ADAM metallopeptidase domain containing"
"ADAM20","ADAM metallopeptidase domain 20",8748,"ENSG00000134007","","ADAM metallopeptidase domain containing"
"ADAM20P1","ADAM metallopeptidase domain 20 pseudogene 1",317760,"ENSG00000259158","",""
"ADAM20P2","ADAM metallopeptidase domain 20 pseudogene 2",100533671,"ENSG00000248574","",""
"ADAM20P3","ADAM metallopeptidase domain 20 pseudogene 3",644325,"ENSG00000249162","",""
"ADAM21","ADAM metallopeptidase domain 21",8747,"ENSG00000139985","MGI:1861229","ADAM metallopeptidase domain containing"
"ADAM21P1","ADAM metallopeptidase domain 21 pseudogene 1",145241,"ENSG00000235812","",""
"ADAM22","ADAM metallopeptidase domain 22",53616,"ENSG00000008277","MGI:1340046","ADAM metallopeptidase domain containing"
"ADAM23","ADAM metallopeptidase domain 23",8745,"ENSG00000114948","MGI:1345162","ADAM metallopeptidase domain containing"
"ADAM24P","ADAM metallopeptidase domain 24, pseudogene",646479,"ENSG00000214607","MGI:105984","ADAM metallopeptidase domain containing"
"ADAM28","ADAM metallopeptidase domain 28",10863,"ENSG00000042980","MGI:105988","ADAM metallopeptidase domain containing"
"ADAM29","ADAM metallopeptidase domain 29",11086,"ENSG00000168594","MGI:2676326","ADAM metallopeptidase domain containing"
"ADAM30","ADAM metallopeptidase domain 30",11085,"ENSG00000134249","MGI:1918328","ADAM metallopeptidase domain containing"
"ADAM32","ADAM metallopeptidase domain 32",203102,"ENSG00000197140","MGI:2653822","ADAM metallopeptidase domain containing"
"ADAM33","ADAM metallopeptidase domain 33",80332,"ENSG00000149451","MGI:1341813","ADAM metallopeptidase domain containing"
"ADAMDEC1","ADAM like decysin 1",27299,"ENSG00000134028","MGI:1917650",""
"ADAMTS1","ADAM metallopeptidase with thrombospondin type 1 motif 1",9510,"ENSG00000154734","MGI:109249","ADAM metallopeptidases with thrombospondin type 1 motif"
"ADAMTS2","ADAM metallopeptidase with thrombospondin type 1 motif 2",9509,"ENSG00000087116","MGI:1347356","ADAM metallopeptidases with thrombospondin type 1 motif"
"ADAMTS3","ADAM metallopeptidase with thrombospondin type 1 motif 3",9508,"ENSG00000156140","MGI:3045353","ADAM metallopeptidases with thrombospondin type 1 motif"
"ADAMTS4","ADAM metallopeptidase with thrombospondin type 1 motif 4",9507,"ENSG00000158859","MGI:1339949","ADAM metallopeptidases with thrombospondin type 1 motif"
"ADAMTS5","ADAM metallopeptidase with thrombospondin type 1 motif 5",11096,"ENSG00000154736","MGI:1346321","ADAM metallopeptidases with thrombospondin type 1 motif"
"ADAMTS6","ADAM metallopeptidase with thrombospondin type 1 motif 6",11174,"ENSG00000049192","MGI:1347348","ADAM metallopeptidases with thrombospondin type 1 motif"
"ADAMTS7","ADAM metallopeptidase with thrombospondin type 1 motif 7",11173,"ENSG00000136378","MGI:1347346","ADAM metallopeptidases with thrombospondin type 1 motif"
"ADAMTS7P1","ADAMTS7 pseudogene 1",390660,"ENSG00000274376","",""
"ADAMTS7P3","ADAMTS7 pseudogene 3",400406,"ENSG00000261143","",""
"ADAMTS7P4","ADAMTS7 pseudogene 4",642935,"ENSG00000218052","",""
"ADAMTS8","ADAM metallopeptidase with thrombospondin type 1 motif 8",11095,"ENSG00000134917","MGI:1353468","ADAM metallopeptidases with thrombospondin type 1 motif"
"ADAMTS9","ADAM metallopeptidase with thrombospondin type 1 motif 9",56999,"ENSG00000163638","MGI:1916320","ADAM metallopeptidases with thrombospondin type 1 motif"
"ADAMTS9-AS1","ADAMTS9 antisense RNA 1",101929335,"ENSG00000241158","","Antisense RNAs"
"ADAMTS9-AS2","ADAMTS9 antisense RNA 2",100507098,"ENSG00000241684","","Antisense RNAs"
"ADAMTS10","ADAM metallopeptidase with thrombospondin type 1 motif 10",81794,"ENSG00000142303","MGI:2449112","ADAM metallopeptidases with thrombospondin type 1 motif"
"ADAMTS12","ADAM metallopeptidase with thrombospondin type 1 motif 12",81792,"ENSG00000151388","MGI:2146046","ADAM metallopeptidases with thrombospondin type 1 motif"
"ADAMTS13","ADAM metallopeptidase with thrombospondin type 1 motif 13",11093,"ENSG00000160323","MGI:2685556","ADAM metallopeptidases with thrombospondin type 1 motif"
"ADAMTS14","ADAM metallopeptidase with thrombospondin type 1 motif 14",140766,"ENSG00000138316","MGI:2179942","ADAM metallopeptidases with thrombospondin type 1 motif"
"ADAMTS15","ADAM metallopeptidase with thrombospondin type 1 motif 15",170689,"ENSG00000166106","MGI:2449569","ADAM metallopeptidases with thrombospondin type 1 motif"
"ADAMTS16","ADAM metallopeptidase with thrombospondin type 1 motif 16",170690,"ENSG00000145536","MGI:2429637","ADAM metallopeptidases with thrombospondin type 1 motif"
"ADAMTS17","ADAM metallopeptidase with thrombospondin type 1 motif 17",170691,"ENSG00000140470","MGI:3588195","ADAM metallopeptidases with thrombospondin type 1 motif"
"ADAMTS18","ADAM metallopeptidase with thrombospondin type 1 motif 18",170692,"ENSG00000140873","MGI:2442600","ADAM metallopeptidases with thrombospondin type 1 motif"
"ADAMTS19","ADAM metallopeptidase with thrombospondin type 1 motif 19",171019,"ENSG00000145808","MGI:2442875","ADAM metallopeptidases with thrombospondin type 1 motif"
"ADAMTS19-AS1","ADAMTS19 antisense RNA 1",NA,"ENSG00000249421","","Antisense RNAs"
"ADAMTS20","ADAM metallopeptidase with thrombospondin type 1 motif 20",80070,"ENSG00000173157","MGI:2660628","ADAM metallopeptidases with thrombospondin type 1 motif"
"ADAMTSL1","ADAMTS like 1",92949,"ENSG00000178031","MGI:1924989","ADAMTS like|I-set domain containing|MicroRNA protein coding host genes"
"ADAMTSL2","ADAMTS like 2",9719,"ENSG00000197859","MGI:1925044","ADAMTS like"
"ADAMTSL3","ADAMTS like 3",57188,"ENSG00000156218","MGI:3028499","ADAMTS like|I-set domain containing|Immunoglobulin like domain containing"
"ADAMTSL4","ADAMTS like 4",54507,"ENSG00000143382","MGI:2389008","ADAMTS like|MicroRNA protein coding host genes"
"ADAMTSL4-AS1","ADAMTSL4 antisense RNA 1",NA,"ENSG00000203804","","Antisense RNAs"
"ADAMTSL4-AS2","ADAMTSL4 antisense RNA 2",100289061,"ENSG00000237781","","Antisense RNAs"
"ADAMTSL5","ADAMTS like 5",339366,"ENSG00000185761","MGI:1913798","ADAMTS like"
"ADAP1","ArfGAP with dual PH domains 1",11033,"ENSG00000105963","MGI:2442201","ArfGAPs|Pleckstrin homology domain containing"
"ADAP2","ArfGAP with dual PH domains 2",55803,"ENSG00000184060","MGI:2663075","Pleckstrin homology domain containing|ArfGAPs"
